Month,Country,revenue,orders,customers,quantity,year,month,revenue_lag_1,revenue_lag_2,revenue_lag_3,revenue_roll_3,revenue_roll_6
2011-09,United Arab Emirates,1013.04,2,1,486,2011,9,889.24,1713.69,509.92,1037.6166666666625,1124.148333333331
2009-12,United Kingdom,750317.22,1595,904,387812,2009,12,,,,,
2010-01,United Kingdom,511797.662,998,663,257558,2010,1,750317.22,,,,
2010-02,United Kingdom,455136.286,1094,713,243628,2010,2,511797.662,750317.22,,,
2010-03,United Kingdom,721530.211,1549,984,406273,2010,3,455136.286,511797.662,750317.22,572417.056,
2010-04,United Kingdom,584609.731,1350,876,304496,2010,4,721530.211,455136.286,511797.662,562821.3863333333,
2010-05,United Kingdom,560187.81,1390,901,338718,2010,5,584609.731,721530.211,455136.286,587092.076,
2010-06,United Kingdom,652412.49,1523,968,349085,2010,6,560187.81,584609.731,721530.211,622109.2506666667,597263.1533333334
2010-07,United Kingdom,559442.54,1413,856,292280,2010,7,652412.49,560187.81,584609.731,599070.0103333333,580945.6983333334
2010-08,United Kingdom,596550.35,1320,849,332907,2010,8,559442.54,652412.49,560187.81,590680.9466666667,588886.5113333333
2010-09,United Kingdom,773073.501,1661,1048,496155,2010,9,596550.35,559442.54,652412.49,602801.7933333333,612455.522
2010-10,United Kingdom,1000408.88,2104,1379,525174,2010,10,773073.501,596550.35,559442.54,643022.1303333334,621046.0703333333
2010-11,United Kingdom,1275581.142,2520,1486,624597,2010,11,1000408.88,773073.501,596550.35,790010.9103333334,690345.9285
2010-12,United Kingdom,748253.98,1447,815,314148,2010,12,1275581.142,1000408.88,773073.501,1016354.5076666666,809578.1505
2011-01,United Kingdom,561289.98,971,647,315717,2011,1,748253.98,1275581.142,1000408.88,1008081.3339999999,825551.7321666665
2011-02,United Kingdom,430027.95,995,679,230269,2011,2,561289.98,748253.98,1275581.142,861708.3673333334,825859.6388333333
2011-03,United Kingdom,586230.28,1308,880,304992,2011,3,430027.95,561289.98,748253.98,579857.3033333333,798105.9055
2011-04,United Kingdom,476517.761,1153,784,276279,2011,4,586230.28,430027.95,561289.98,525849.4033333333,766965.3686666666
2011-05,United Kingdom,639314.36,1523,962,321773,2011,5,476517.761,586230.28,430027.95,497591.997,679650.1821666666
2011-06,United Kingdom,619510.67,1383,889,305101,2011,6,639314.36,476517.761,586230.28,567354.1336666667,573605.7185
2011-07,United Kingdom,601994.841,1337,859,334410,2011,7,619510.67,639314.36,476517.761,578447.5970000001,552148.5001666667
2011-08,United Kingdom,608047.48,1210,834,332758,2011,8,601994.841,619510.67,639314.36,620273.2903333334,558932.6436666667
2011-09,United Kingdom,897076.472,1645,1146,479040,2011,9,608047.48,601994.841,619510.67,609850.997,588602.5653333333
2011-10,United Kingdom,938975.01,1811,1230,505633,2011,10,897076.472,608047.48,601994.841,702372.931,640410.264
2011-11,United Kingdom,1325346.21,2490,1505,654992,2011,11,938975.01,897076.472,608047.48,814699.6540000001,717486.4721666668
2011-12,United Kingdom,592622.09,746,560,287266,2011,12,1325346.21,938975.01,897076.472,1053799.2306666665,831825.1138333334
2010-01,Unspecified,1035.1,2,2,382,2010,1,,,,,
2010-04,Unspecified,252.51999999999998,1,1,153,2010,4,1035.1,,,,
2010-07,Unspecified,2379.88,2,1,1276,2010,7,252.51999999999998,1035.1,,,
2010-09,Unspecified,1978.15,2,2,1256,2010,9,2379.88,252.51999999999998,1035.1,1222.5,
2010-11,Unspecified,540.57,4,1,367,2010,11,1978.15,2379.88,252.51999999999998,1536.8500000000001,
2011-04,Unspecified,299.1,1,1,282,2011,4,540.57,1978.15,2379.88,1632.8666666666668,
2011-05,Unspecified,1055.8700000000001,2,1,803,2011,5,299.1,540.57,1978.15,939.2733333333334,1080.8866666666665
2011-06,Unspecified,185.78,1,1,78,2011,6,1055.8700000000001,299.1,540.57,631.8466666666667,1084.3483333333334
2011-07,Unspecified,1425.41,4,2,1053,2011,7,185.78,1055.8700000000001,299.1,513.5833333333334,1073.2250000000001
2011-08,Unspecified,531.03,2,2,185,2011,8,1425.41,185.78,1055.8700000000001,889.0200000000001,914.1466666666666
2011-09,Unspecified,286.85,1,0,258,2011,9,531.03,1425.41,185.78,714.0733333333334,672.96
2011-11,Unspecified,965.75,2,0,641,2011,11,286.85,531.03,1425.41,747.7633333333333,630.6733333333333
2010-08,West Indies,536.41,1,1,395,2010,8,,,,,
